"n_participant","n_items","prevalence_type","seed","total_runtime","no_of_cores","name"
150,120,"extreme",1234,2302.27699923515,16,"AMD EPYC 9B45"
150,120,"extreme",1235,2326.10416603088,16,"AMD EPYC 9B45"
150,120,"extreme",1236,2326.36419224739,16,"AMD EPYC 9B45"
150,120,"extreme",1237,2380.03733444214,16,"AMD EPYC 9B45"
150,120,"extreme",1238,2347.23324632645,16,"AMD EPYC 9B45"
150,120,"extreme",1239,2327.91512441635,16,"AMD EPYC 9B45"
150,120,"extreme",1240,2420.45963978767,16,"AMD EPYC 9B45"
150,120,"extreme",1241,2442.17335486412,16,"AMD EPYC 9B45"
150,120,"extreme",1242,2490.35411763191,16,"AMD EPYC 9B45"
150,120,"extreme",1243,2531.28089499474,16,"AMD EPYC 9B45"
150,120,"extreme",1244,2462.99253320694,16,"AMD EPYC 9B45"
150,120,"extreme",1245,2420.63346385956,16,"AMD EPYC 9B45"
150,120,"extreme",1246,2416.07263684273,16,"AMD EPYC 9B45"
150,120,"extreme",1247,2423.54747676849,16,"AMD EPYC 9B45"
150,120,"extreme",1248,2421.59357476234,16,"AMD EPYC 9B45"
150,120,"extreme",1249,2408.24312591553,16,"AMD EPYC 9B45"
150,120,"extreme",1250,2463.92675662041,16,"AMD EPYC 9B45"
150,120,"extreme",1251,2454.40219426155,16,"AMD EPYC 9B45"
150,120,"extreme",1252,2482.90241646767,16,"AMD EPYC 9B45"
150,120,"extreme",1253,2453.50459671021,16,"AMD EPYC 9B45"
150,120,"extreme",1254,2533.11905550957,16,"AMD EPYC 9B45"
150,120,"extreme",1255,2473.26710033417,16,"AMD EPYC 9B45"
150,120,"extreme",1256,2557.66362547874,16,"AMD EPYC 9B45"
150,120,"extreme",1257,2467.91206336021,16,"AMD EPYC 9B45"
150,120,"extreme",1258,2478.4937543869,16,"AMD EPYC 9B45"
150,120,"extreme",1259,2496.85799193382,16,"AMD EPYC 9B45"
150,120,"extreme",1260,2446.57922244072,16,"AMD EPYC 9B45"
150,120,"extreme",1261,2489.2189552784,16,"AMD EPYC 9B45"
150,120,"extreme",1262,2580.49459028244,16,"AMD EPYC 9B45"
150,120,"extreme",1263,2666.52112221718,16,"AMD EPYC 9B45"
150,120,"extreme",1264,2485.67334651947,16,"AMD EPYC 9B45"
150,120,"extreme",1265,2484.08389687538,16,"AMD EPYC 9B45"
150,120,"extreme",1266,2459.15632557869,16,"AMD EPYC 9B45"
150,120,"extreme",1267,2513.14099955559,16,"AMD EPYC 9B45"
150,120,"extreme",1268,2502.94368100166,16,"AMD EPYC 9B45"
150,120,"extreme",1269,2439.64992260933,16,"AMD EPYC 9B45"
150,120,"extreme",1270,2471.13330149651,16,"AMD EPYC 9B45"
150,120,"extreme",1271,2442.07634520531,16,"AMD EPYC 9B45"
150,120,"extreme",1272,2492.87168455124,16,"AMD EPYC 9B45"
150,120,"extreme",1273,2393.80343294144,16,"AMD EPYC 9B45"
150,120,"extreme",1274,2396.55261945724,16,"AMD EPYC 9B45"
150,120,"extreme",1275,2410.0321097374,16,"AMD EPYC 9B45"
150,120,"extreme",1276,2436.77889657021,16,"AMD EPYC 9B45"
150,120,"extreme",1277,2392.79264640808,16,"AMD EPYC 9B45"
150,120,"extreme",1278,2387.11272788048,16,"AMD EPYC 9B45"
150,120,"extreme",1279,2443.48306465149,16,"AMD EPYC 9B45"
150,120,"extreme",1280,2538.89254641533,16,"AMD EPYC 9B45"
150,120,"extreme",1281,2395.70239639282,16,"AMD EPYC 9B45"
150,120,"extreme",1282,2365.99312591553,16,"AMD EPYC 9B45"
150,120,"extreme",1283,2404.62811493874,16,"AMD EPYC 9B45"
300,120,"extreme",1234,4790.69418382645,16,"AMD EPYC 9B45"
300,120,"extreme",1235,4412.47215819359,16,"AMD EPYC 9B45"
300,120,"extreme",1236,4360.33199954033,16,"AMD EPYC 9B45"
300,120,"extreme",1237,4417.10135006905,16,"AMD EPYC 9B45"
300,120,"extreme",1238,4386.61623263359,16,"AMD EPYC 9B45"
300,120,"extreme",1239,4485.84746527672,16,"AMD EPYC 9B45"
300,120,"extreme",1240,4574.17978048325,16,"AMD EPYC 9B45"
300,120,"extreme",1241,4488.99283790588,16,"AMD EPYC 9B45"
300,120,"extreme",1242,4582.69588136673,16,"AMD EPYC 9B45"
300,120,"extreme",1243,4456.89144682884,16,"AMD EPYC 9B45"
300,120,"extreme",1244,4487.88564944267,16,"AMD EPYC 9B45"
300,120,"extreme",1245,4471.27670764923,16,"AMD EPYC 9B45"
300,120,"extreme",1246,4491.22275495529,16,"AMD EPYC 9B45"
300,120,"extreme",1247,4527.20923304558,16,"AMD EPYC 9B45"
300,120,"extreme",1248,4478.91732931137,16,"AMD EPYC 9B45"
300,120,"extreme",1249,4495.80129957199,16,"AMD EPYC 9B45"
300,120,"extreme",1250,4606.90193104744,16,"AMD EPYC 9B45"
300,120,"extreme",1251,4584.99111557007,16,"AMD EPYC 9B45"
300,120,"extreme",1252,4629.46470928192,16,"AMD EPYC 9B45"
300,120,"extreme",1253,4563.35505414009,16,"AMD EPYC 9B45"
300,120,"extreme",1254,4624.83785033226,16,"AMD EPYC 9B45"
300,120,"extreme",1255,4615.53554701805,16,"AMD EPYC 9B45"
300,120,"extreme",1256,4587.00300312042,16,"AMD EPYC 9B45"
300,120,"extreme",1257,4618.99126005173,16,"AMD EPYC 9B45"
300,120,"extreme",1258,4606.05658507347,16,"AMD EPYC 9B45"
300,120,"extreme",1259,4600.98560285568,16,"AMD EPYC 9B45"
300,120,"extreme",1260,4568.44666171074,16,"AMD EPYC 9B45"
300,120,"extreme",1261,4576.19453978539,16,"AMD EPYC 9B45"
300,120,"extreme",1262,4600.1935274601,16,"AMD EPYC 9B45"
300,120,"extreme",1263,4632.33656597137,16,"AMD EPYC 9B45"
300,120,"extreme",1264,4667.98592996597,16,"AMD EPYC 9B45"
300,120,"extreme",1265,4587.71454191208,16,"AMD EPYC 9B45"
300,120,"extreme",1266,4669.78139233589,16,"AMD EPYC 9B45"
300,120,"extreme",1267,4762.35592293739,16,"AMD EPYC 9B45"
300,120,"extreme",1268,4601.83482813835,16,"AMD EPYC 9B45"
300,120,"extreme",1269,4631.70057177544,16,"AMD EPYC 9B45"
300,120,"extreme",1270,4542.44616222382,16,"AMD EPYC 9B45"
300,120,"extreme",1271,4465.07104849815,16,"AMD EPYC 9B45"
300,120,"extreme",1272,4548.40252327919,16,"AMD EPYC 9B45"
300,120,"extreme",1273,4459.51509380341,16,"AMD EPYC 9B45"
