n_participant,n_items,prevalence_type,seed,total_runtime,no_of_cores,name
300.0,120.0,extreme,1280,1337.6054265499115,1,AMD EPYC 9B45
150.0,60.0,equal,1281,538.9631237983704,1,AMD EPYC 9B45
150.0,60.0,extreme,1281,566.1628801822662,1,AMD EPYC 9B45
150.0,120.0,equal,1281,240.57692074775696,1,AMD EPYC 9B45
150.0,120.0,extreme,1281,349.3004765510559,1,AMD EPYC 9B45
300.0,60.0,equal,1281,740.6984009742737,1,AMD EPYC 9B45
300.0,60.0,extreme,1281,943.6402842998504,1,AMD EPYC 9B45
300.0,120.0,equal,1281,1233.6278910636902,1,AMD EPYC 9B45
300.0,120.0,extreme,1281,1421.0749578475952,1,AMD EPYC 9B45
150.0,60.0,equal,1282,353.6966590881348,1,AMD EPYC 9B45
150.0,60.0,extreme,1282,571.5911133289337,1,AMD EPYC 9B45
150.0,120.0,equal,1282,352.1940612792969,1,AMD EPYC 9B45
150.0,120.0,extreme,1282,710.794073343277,1,AMD EPYC 9B45
300.0,60.0,equal,1282,1118.0555772781372,1,AMD EPYC 9B45
300.0,60.0,extreme,1282,753.9709098339081,1,AMD EPYC 9B45
300.0,120.0,equal,1282,930.5076150894164,1,AMD EPYC 9B45
300.0,120.0,extreme,1282,1438.571787595749,1,AMD EPYC 9B45
150.0,60.0,equal,1283,524.2188487052917,1,AMD EPYC 9B45
150.0,60.0,extreme,1283,591.2425045967102,1,AMD EPYC 9B45
150.0,120.0,equal,1283,256.29198122024536,1,AMD EPYC 9B45
150.0,120.0,extreme,1283,658.6767275333405,1,AMD EPYC 9B45
300.0,60.0,equal,1283,1080.457365274429,1,AMD EPYC 9B45
300.0,60.0,extreme,1283,1106.259773015976,1,AMD EPYC 9B45
300.0,120.0,equal,1283,1472.772620677948,1,AMD EPYC 9B45
300.0,120.0,extreme,1283,1424.226806640625,1,AMD EPYC 9B45
,,empirical,empirical,455.8389298915863,1,AMD EPYC 9B45
